
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2002-05-29;12.044,27;3798678621012;11.377,42;5463993371066;21.326,18;670306685595;11.691,27;663678473580;10.802,69;7569864130385;10.824,08;3093976020630;11.842,58;2668120402533
2002-05-30;12.043,85;3804631716703;11.381,84;5477095848201;21.339,21;670566677835;11.697,33;664333062175;10.803,15;7604432461558;10.830,30;3096052877047;11.847,05;2670329544009
2002-05-31;12.034,07;3800588256620;11.386,03;5483980532736;21.346,14;670235784539;11.695,87;664288225723;10.804,34;7602411410722;10.830,40;3093267575981;11.847,95;2675004034058
2002-06-01;12.034,07;3800588256620;11.386,03;5483980532736;21.346,14;670235784539;11.695,87;664288225723;10.804,34;7602411410722;10.830,40;3093267575981;11.847,95;2675004034058
2002-06-02;12.034,07;3800588256620;11.386,03;5483980532736;21.346,14;670235784539;11.695,87;664288225723;10.804,34;7602411410722;10.830,40;3093267575981;11.847,95;2675004034058
2002-06-03;12.046,85;3803706624829;11.403,15;5492233233687;21.377,81;671229750551;11.714,69;665357324940;10.819,69;7612628732567;10.851,10;3098727874237;11.866,97;2679303266833
2002-06-04;12.048,98;3803081660862;11.402,15;5491291201712;21.367,11;670893566119;11.711,31;664589511962;10.816,08;7609697010559;10.846,57;3097189063037;11.863,45;2678509039775
2002-06-05;12.052,98;3802265016111;11.400,00;5490148871334;21.370,88;670237314248;11.709,66;664431818030;10.818,62;7610640499800;10.849,29;3095637676077;11.864,46;2676660211348
2002-06-06;12.025,07;3791830408323;11.375,02;5475902038090;21.337,75;668551539151;11.689,15;663217698370;10.796,51;7594649569153;10.822,53;3087362002469;11.839,46;2668884109396
2002-06-07;12.031,87;3793483148327;11.386,43;5481437108551;21.362,83;669172026461;11.701,90;663941625688;10.808,36;7602670865202;10.836,82;3091235811164;11.850,48;2671330986446
2002-06-08;12.031,87;3793483148327;11.386,43;5481437108551;21.362,83;669172026461;11.701,90;663941625688;10.808,36;7602670865202;10.836,82;3091235811164;11.850,48;2671330986446
2002-06-09;12.031,87;3793483148327;11.386,43;5481437108551;21.362,83;669172026461;11.701,90;663941625688;10.808,36;7602670865202;10.836,82;3091235811164;11.850,48;2671330986446
2002-06-10;12.013,47;3787726961993;11.373,62;5468470212671;21.340,84;668538156548;11.680,67;662736895862;10.796,66;7588242471258;10.818,91;3083421022559;11.837,01;2666840641094
2002-06-11;12.002,83;3782727240912;11.364,26;5466544859962;21.321,39;667506720969;11.676,08;661699253186;10.788,90;7582013647652;10.809,54;3080860592461;11.828,99;2665454261978
2002-06-12;12.026,88;3790143394930;11.384,61;5476419953116;21.352,70;668867013678;11.696,75;662920113675;10.803,56;7593410738315;10.832,72;3087445217996;11.847,69;2669620015524
2002-06-13;12.015,79;3787150886555;11.372,67;5470791069426;21.333,21;668280975903;11.682,76;662295418787;10.791,55;7583564566347;10.813,71;3082233081931;11.837,46;2667386512485
2002-06-14;12.016,52;3787139258539;11.374,97;5471805040228;21.353,73;668985023404;11.691,74;662501627081;10.795,75;7586097231622;10.823,36;3084800973615;11.840,23;2667993487255
2002-06-15;12.016,52;3787139258539;11.374,97;5471805040228;21.353,73;668985023404;11.691,74;662501627081;10.795,75;7586097231622;10.823,36;3084800973615;11.840,23;2667993487255
2002-06-16;12.016,52;3787139258539;11.374,97;5471805040228;21.353,73;668985023404;11.691,74;662501627081;10.795,75;7586097231622;10.823,36;3084800973615;11.840,23;2667993487255
2002-06-17;12.014,45;3786569408327;11.381,24;5475505059198;21.366,37;669161220928;11.686,64;662309761345;10.800,13;7589936160670;10.830,14;3087040127645;11.843,37;2668800592914
2002-06-18;11.970,44;3772467020029;11.334,91;5452803361865;21.278,51;666463172166;11.640,32;659795822831;10.754,51;7558293718947;10.775,11;3072260001395;11.799,00;2660039837449
2002-06-19;11.991,54;3779117365088;11.352,00;5470379302144;21.287,91;666759600851;11.656,91;660798867741;10.767,56;7567066848240;10.793,54;3079386788024;11.817,95;2665517217856
2002-06-20;12.027,64;3790644371973;11.392,88;5489986763417;21.362,48;669150629494;11.692,58;662843167795;10.805,81;7594067056726;10.834,82;3092536900568;11.853,43;2674288435592
2002-06-21;12.029,78;3793097972525;11.396,70;5492074948188;21.379,68;670550901412;11.700,00;663447711618;10.809,61;7596108035673;10.835,85;3093917877094;11.859,08;2675812923990
2002-06-22;12.029,78;3793097972525;11.396,70;5492074948188;21.379,68;670550901412;11.700,00;663447711618;10.809,61;7596108035673;10.835,85;3093917877094;11.859,08;2675812923990
2002-06-23;12.029,78;3793097972525;11.396,70;5492074948188;21.379,68;670550901412;11.700,00;663447711618;10.809,61;7596108035673;10.835,85;3093917877094;11.859,08;2675812923990
2002-06-24;12.042,85;3799843687000;11.407,84;5509115810913;21.408,16;672127901540;11.705,92;664020799777;10.821,20;7604688927748;10.842,53;3099038365451;11.870,49;2680849990207
2002-06-25;12.057,57;3808773989393;11.434,34;5522137969719;21.450,75;674300241014;11.728,95;665730708282;10.846,70;7622593832011;10.864,29;3108112214547;11.893,14;2686568580084
2002-06-26;12.008,39;3793593859709;11.384,47;5497449296815;21.359,90;672179389153;11.680,85;664025324628;10.802,46;7591028658777;10.811,96;3094106266837;11.841,78;2677133962528
2002-06-27;12.020,18;3803477860483;11.413,15;5516453876601;21.400,60;673741875311;11.704,05;666144825181;10.825,55;7640439843299;10.840,47;3102375150009;11.868,89;2685402154039
2002-06-28;11.987,89;3786193889593;11.375,47;5514316376322;21.339,41;672899364479;11.674,50;668287834568;10.796,83;7616864158444;10.807,58;3088378323788;11.835,62;2674850107899
2002-06-29;11.987,89;3786193889593;11.375,47;5514316376322;21.339,41;672899364479;11.674,50;668287834568;10.796,83;7616864158444;10.807,58;3088378323788;11.835,62;2674850107899
2002-06-30;11.987,89;3786193889593;11.375,47;5514316376322;21.339,41;672899364479;11.674,50;668287834568;10.796,83;7616864158444;10.807,58;3088378323788;11.835,62;2674850107899
2002-07-01;11.969,58;3780489366024;11.357,41;5505579628425;21.303,20;671616670565;11.655,33;667190912581;10.771,76;7599506915220;10.787,95;3082710469365;11.815,03;2670233059796
2002-07-02;12.006,84;3791637098988;11.396,36;5523278723930;21.366,61;673624657979;11.691,79;669256213693;10.805,74;7622886875690;10.828,07;3093070319365;11.847,75;2677080325117
2002-07-03;12.047,10;3802159070665;11.450,83;5549767828046;21.456,44;675793559164;11.739,98;671242715890;10.851,27;7653833523416;10.881,16;3106214883840;11.894,30;2684977097770
2002-07-04;11.978,18;3780380031420;11.381,16;5514144644989;21.347,78;672386123071;11.674,90;667521745970;10.791,09;7610601511795;10.807,00;3084527185525;11.830,98;2670008876940
2002-07-05;11.919,87;3760008382149;11.335,88;5492275136158;21.295,72;670468472749;11.636,30;665313956115;10.753,10;7582240106532;10.766,21;3072445338004;11.795,47;2661840226846
2002-07-06;11.919,87;3760008382149;11.335,88;5492275136158;21.295,72;670468472749;11.636,30;665313956115;10.753,10;7582240106532;10.766,21;3072445338004;11.795,47;2661840226846
2002-07-07;11.919,87;3760008382149;11.335,88;5492275136158;21.295,72;670468472749;11.636,30;665313956115;10.753,10;7582240106532;10.766,21;3072445338004;11.795,47;2661840226846
2002-07-08;11.938,99;3764271431492;11.349,59;5495003045032;21.339,63;671747173420;11.664,66;666907202391;10.771,65;7594651241835;10.791,15;3079400160601;11.811,75;2664558302791
2002-07-09;11.975,82;3775651918782;11.405,75;5518992788287;21.432,22;674735398302;11.704,91;669037243612;10.816,83;7625303234322;10.836,27;3089632672845;11.859,81;2675310110961
2002-07-10;11.972,78;3775185276805;11.417,64;5526467269097;21.455,35;675365059665;11.712,96;669465449258;10.822,97;7623045051611;10.840,49;3091094489619;11.874,80;2678730879805
2002-07-11;11.967,28;3773762187900;11.415,27;5525658137526;21.447,95;675067466378;11.711,71;669488953774;10.820,60;7619585287563;10.841,11;3091864921893;11.873,90;2678905088091
2002-07-12;11.963,72;3771202495116;11.417,71;5526053880379;21.468,99;675366472769;11.726,72;669671163816;10.824,49;7624696810450;10.857,28;3096820138646;11.875,07;2677330995836
2002-07-13;11.963,72;3771202495116;11.417,71;5526053880379;21.468,99;675366472769;11.726,72;669671163816;10.824,49;7624696810450;10.857,28;3096820138646;11.875,07;2677330995836
2002-07-14;11.963,72;3771202495116;11.417,71;5526053880379;21.468,99;675366472769;11.726,72;669671163816;10.824,49;7624696810450;10.857,28;3096820138646;11.875,07;2677330995836
2002-07-15;11.905,80;3752206043389;11.364,37;5500018846200;21.364,55;671961949049;11.663,48;665920796104;10.770,29;7586208443008;10.786,41;3076676128222;11.819,73;2665299598557
2002-07-16;11.942,51;3763787314662;11.397,01;5515534920589;21.406,98;673303500098;11.684,30;667129947217;10.787,96;7598420273830;10.810,49;3083724136701;11.840,48;2670227297494
2002-07-17;11.915,10;3755173481929;11.395,70;5515498660520;21.395,57;673169112442;11.688,63;667443695020;10.786,23;7597639025236;10.807,67;3083098807644;11.836,76;2669544547011
2002-07-18;11.897,00;3749231557021;11.369,61;5502822324188;21.365,11;672301405307;11.669,89;666485161322;10.767,40;7584267537230;10.794,80;3079687076959;11.815,20;2665758637634
2002-07-19;11.909,77;3752889894328;11.386,00;5521606369744;21.389,36;673564665896;11.684,23;667524306322;10.778,63;7591879514609;10.808,90;3084715385590;11.824,67;2668393718525
2002-07-20;11.909,77;3752889894328;11.386,00;5521606369744;21.389,36;673564665896;11.684,23;667524306322;10.778,63;7591879514609;10.808,90;3084715385590;11.824,67;2668393718525
2002-07-21;11.909,77;3752889894328;11.386,00;5521606369744;21.389,36;673564665896;11.684,23;667524306322;10.778,63;7591879514609;10.808,90;3084715385590;11.824,67;2668393718525
2002-07-22;11.903,92;3750978639230;11.377,26;5516808185572;21.359,80;673022727126;11.680,53;667344287164;10.776,47;7590287005819;10.802,11;3085430982461;11.813,47;2667424081620
2002-07-23;11.857,32;3739066592938;11.325,09;5491658551872;21.280,11;671056163430;11.620,78;664036817796;10.726,92;7555612950384;10.739,70;3073559865538;11.771,38;2660661129580
2002-07-24;11.867,06;3744823592409;11.343,48;5500383332599;21.302,07;672257170041;11.637,41;665220942085;10.743,91;7567291273673;10.765,54;3082137099753;11.780,51;2662910262795
2002-07-25;11.842,17;3738869887975;11.322,97;5490726513527;21.265,43;671479287925;11.609,13;663881848942;10.719,68;7550062373799;10.733,48;3074019006518;11.762,99;2660032277809
2002-07-26;11.839,53;3742578862506;11.332,37;5507277493095;21.267,28;672054563086;11.609,37;664358933771;10.717,09;7548122918909;10.734,86;3074632071709;11.764,44;2661421349686
2002-07-27;11.839,53;3742578862506;11.332,37;5507277493095;21.267,28;672054563086;11.609,37;664358933771;10.717,09;7548122918909;10.734,86;3074632071709;11.764,44;2661421349686
2002-07-28;11.839,53;3742578862506;11.332,37;5507277493095;21.267,28;672054563086;11.609,37;664358933771;10.717,09;7548122918909;10.734,86;3074632071709;11.764,44;2661421349686
2002-07-29;11.807,95;3734246534755;11.322,81;5502349976613;21.268,22;672111983071;11.618,43;665680773526;10.721,23;7550810577362;10.740,87;3076561299553;11.757,69;2661899039503
2002-07-30;11.783,25;3726039692423;11.290,60;5510871120949;21.210,02;669139776439;11.589,66;662159849893;10.692,09;7545861578000;10.707,62;3068031232151;11.728,34;2656463645538
2002-07-31;11.845,09;3742545000532;11.359,15;5544731419685;21.311,77;672355494467;11.653,45;665969759355;10.747,29;7585035065885;10.775,03;3087299506940;11.787,54;2670104821327
2002-08-01;11.840,55;3741614933068;11.358,02;5544229284683;21.283,67;671468925725;11.664,42;666554322999;10.747,24;7584938353832;10.771,67;3086309842627;11.794,24;2671774979668
2002-08-02;11.863,09;3748758034985;11.375,07;5552035668662;21.342,29;673318388246;11.688,66;667927248653;10.770,33;7599159341549;10.794,37;3091981109762;11.817,33;2677054335755
2002-08-03;11.863,09;3748758034985;11.375,07;5552035668662;21.342,29;673318388246;11.688,66;667927248653;10.770,33;7599159341549;10.794,37;3091981109762;11.817,33;2677054335755
2002-08-04;11.863,09;3748758034985;11.375,07;5552035668662;21.342,29;673318388246;11.688,66;667927248653;10.770,33;7599159341549;10.794,37;3091981109762;11.817,33;2677054335755
2002-08-05;11.864,73;3749233945455;11.371,06;5549165225134;21.369,92;674190083367;11.690,86;667560517235;10.771,26;7599555128379;10.796,10;3089978724170;11.813,42;2674134494231
2002-08-06;11.860,26;3747289865136;11.375,53;5551197878434;21.364,71;673042354403;11.695,02;667822810936;10.770,08;7597593263225;10.797,46;3090112497418;11.819,37;2675361527155
2002-08-07;11.856,91;3745246175118;11.390,65;5557154224575;21.372,13;673108865835;11.685,71;667276867630;10.772,47;7598666721661;10.802,87;3088646851712;11.823,72;2674206286647
2002-08-08;11.854,32;3744091095370;11.374,72;5546230115623;21.357,16;672836779822;11.685,07;666445367227;10.767,18;7587137895709;10.795,26;3086299059075;11.808,89;2670893768576
2002-08-09;11.865,48;3745872876303;11.392,80;5549343585720;21.390,43;673672281063;11.709,31;667833943563;10.786,21;7600238322798;10.817,93;3093121394730;11.830,65;2674373027213
2002-08-10;11.865,48;3745872876303;11.392,80;5549343585720;21.390,43;673672281063;11.709,31;667833943563;10.786,21;7600238322798;10.817,93;3093121394730;11.830,65;2674373027213
2002-08-11;11.865,48;3745872876303;11.392,80;5549343585720;21.390,43;673672281063;11.709,31;667833943563;10.786,21;7600238322798;10.817,93;3093121394730;11.830,65;2674373027213
2002-08-12;11.913,14;3761357456341;11.440,45;5576018568112;21.473,33;675731136741;11.761,84;670860780791;10.838,62;7636712128833;10.861,74;3105922027071;11.876,92;2685543249712
2002-08-13;11.969,80;3779713241596;11.487,85;5598368672069;21.560,03;678236085628;11.810,56;673710107479;10.875,03;7663095874906;10.903,85;3118143705286;11.920,51;2694855869119
2002-08-14;11.953,12;3774001851873;11.469,50;5589007749995;21.510,96;676668580222;11.778,20;671783833628;10.857,74;7650698675545;10.884,84;3112892297217;11.909,09;2692649905494
2002-08-15;11.953,12;3774001851873;11.469,50;5589007749995;21.510,96;676668580222;11.778,20;671783833628;10.857,74;7650698675545;10.884,84;3112892297217;11.909,09;2692649905494
2002-08-16;11.967,40;3778085577866;11.488,32;5597748498536;21.552,84;677999756580;11.791,98;672605340449;10.872,28;7661211978874;10.901,34;3117471029300;11.927,65;2696845341457
2002-08-17;11.967,40;3778085577866;11.488,32;5597748498536;21.552,84;677999756580;11.791,98;672605340449;10.872,28;7661211978874;10.901,34;3117471029300;11.927,65;2696845341457
2002-08-18;11.967,40;3778085577866;11.488,32;5597748498536;21.552,84;677999756580;11.791,98;672605340449;10.872,28;7661211978874;10.901,34;3117471029300;11.927,65;2696845341457
2002-08-19;11.980,68;3781862725637;11.501,21;5603782729837;21.591,70;679471224694;11.814,96;673941907160;10.890,17;7673403736567;10.916,63;3122055157488;11.942,92;2700960857553
2002-08-20;11.998,48;3787331396493;11.520,01;5617030432720;21.615,71;680297973275;11.837,08;675271402166;10.903,77;7682353469380;10.934,96;3129067014704;11.959,97;2705059201779
2002-08-21;12.018,24;3793240966100;11.545,30;5628920033950;21.658,48;681891551473;11.865,65;676816188187;10.920,13;7693805954493;10.950,66;3135022061540;11.976,62;2709740429312
2002-08-22;12.037,49;3799615207978;11.572,93;5642466583190;21.734,07;684529584298;11.899,98;678912425716;10.945,74;7710899042995;10.971,99;3141145218354;12.000,09;2714931702986
2002-08-23;12.069,59;3812967642804;11.605,12;5657899186332;21.788,43;686905777621;11.924,51;680537985772;10.975,76;7732151275065;11.001,05;3153656687234;12.030,87;2723811651312
2002-08-24;12.069,59;3812967642804;11.605,12;5657899186332;21.788,43;686905777621;11.924,51;680537985772;10.975,76;7732151275065;11.001,05;3153656687234;12.030,87;2723811651312
2002-08-25;12.069,59;3812967642804;11.605,12;5657899186332;21.788,43;686905777621;11.924,51;680537985772;10.975,76;7732151275065;11.001,05;3153656687234;12.030,87;2723811651312
2002-08-26;12.086,49;3821803168097;11.629,89;5670083624552;21.829,01;688412824567;11.954,61;682343500745;10.997,47;7747583335473;11.025,26;3163121325656;12.053,82;2729423827276
2002-08-27;12.083,71;3820844758903;11.618,93;5664094611879;21.867,00;689975048203;11.937,88;682088071056;11.002,98;7751110147481;11.009,15;3159301955324;12.056,25;2734553520878
2002-08-28;12.099,13;3829882696159;11.620,86;5678216354011;21.927,74;692193077178;11.942,69;683047097125;11.015,60;7759987488229;11.016,53;3161875260145;12.068,87;2739097559171
2002-08-29;12.117,72;3838982248576;11.660,81;5707405040996;21.960,15;693312007178;11.984,66;686101759531;11.046,72;7815551736928;11.050,96;3171942411101;12.090,21;2744431208952
2002-08-30;12.107,12;3838094219753;11.640,09;5714676853179;21.975,38;689687299177;11.969,57;685246570550;11.026,61;7784144023083;11.039,24;3170256534529;12.082,45;2742684678989
2002-08-31;12.107,12;3838094219753;11.640,09;5714676853179;21.975,38;689687299177;11.969,57;685246570550;11.026,61;7784144023083;11.039,24;3170256534529;12.082,45;2742684678989
2002-09-01;12.107,12;3838094219753;11.640,09;5714676853179;21.975,38;689687299177;11.969,57;685246570550;11.026,61;7784144023083;11.039,24;3170256534529;12.082,45;2742684678989
2002-09-02;12.083,41;3829959589924;11.606,01;5697497518879;21.941,91;688618054411;11.943,20;683719898929;10.997,13;7763204577835;11.020,33;3164180176288;12.053,85;2735447922367
2002-09-03;12.085,32;3829244021588;11.616,87;5702761609351;21.969,53;689499102735;11.961,16;684738048838;11.010,31;7771393545403;11.028,04;3166110985529;12.065,38;2736303367189
2002-09-04;12.140,24;3845869775823;11.685,27;5733379783846;22.075,71;692190569177;12.016,25;687905294212;11.066,81;7809506294691;11.085,67;3180457450968;12.114,95;2746774136450
2002-09-05;12.129,04;3841599639842;11.677,63;5730050887046;22.104,56;692409591653;12.016,26;686905502397;11.062,38;7799375987791;11.079,34;3177344209413;12.114,53;2745677767375
2002-09-06;12.122,39;3837294857628;11.679,61;5727063253330;22.098,87;692227457496;12.019,10;687060925960;11.060,58;7796422264519;11.074,38;3173085331622;12.113,39;2745402533881
2002-09-07;12.122,39;3837294857628;11.679,61;5727063253330;22.098,87;692227457496;12.019,10;687060925960;11.060,58;7796422264519;11.074,38;3173085331622;12.113,39;2745402533881
2002-09-08;12.122,39;3837294857628;11.679,61;5727063253330;22.098,87;692227457496;12.019,10;687060925960;11.060,58;7796422264519;11.074,38;3173085331622;12.113,39;2745402533881
2002-09-09;12.106,00;3831978550264;11.665,39;5719575619128;22.087,08;691091608826;12.007,22;686388330656;11.047,28;7785835704138;11.062,61;3169730916022;12.104,68;2741816895038
2002-09-10;12.109,30;3832815487391;11.669,16;5716003619551;22.074,43;690768473789;12.006,48;686378415791;11.044,14;7782176549115;11.060,26;3168856483272;12.105,96;2742049048119
2002-09-11;12.127,40;3837963303754;11.688,14;5726882615964;22.083,57;691080783921;12.017,40;686977013614;11.058,43;7793635837351;11.071,07;3171846115718;12.125,32;2746585261568
2002-09-12;12.131,44;3839199938173;11.698,47;5731550719639;22.105,34;691567515969;12.034,62;687999414793;11.065,76;7797676037702;11.092,04;3177938528333;12.138,65;2749643009487
2002-09-13;12.158,57;3846533857118;11.740,60;5752299148890;22.216,58;694815817530;12.081,25;690682323216;11.106,93;7825949581890;11.126,20;3187672710872;12.182,33;2759380265072
2002-09-14;12.158,57;3846533857118;11.740,60;5752299148890;22.216,58;694815817530;12.081,25;690682323216;11.106,93;7825949581890;11.126,20;3187672710872;12.182,33;2759380265072
2002-09-15;12.158,57;3846533857118;11.740,60;5752299148890;22.216,58;694815817530;12.081,25;690682323216;11.106,93;7825949581890;11.126,20;3187672710872;12.182,33;2759380265072
2002-09-16;12.170,16;3850267479078;11.755,67;5759648773404;22.276,69;696969148860;12.093,06;691477637702;11.114,29;7831462514342;11.138,68;3191244059343;12.195,65;2762645818359
2002-09-17;12.146,81;3842936709641;11.733,06;5760462685805;22.234,61;695656906960;12.067,90;690050981806;11.106,07;7825506639226;11.121,58;3186503450345;12.176,65;2759034703738
2002-09-18;12.146,81;3842936709641;11.733,06;5760462685805;22.234,61;695656906960;12.067,90;690050981806;11.106,07;7825506639226;11.121,58;3186503450345;12.176,65;2759034703738
2002-09-19;12.146,81;3842936709641;11.733,06;5760462685805;22.234,61;695656906960;12.067,90;690050981806;11.106,07;7825506639226;11.121,58;3186503450345;12.176,65;2759034703738
2002-09-20;12.146,10;3842659400151;11.735,49;5761582573309;22.218,14;695678005646;12.068,90;690039786846;11.103,45;7823088804462;11.126,74;3187980848808;12.174,95;2759454404462
2002-09-21;12.146,10;3842659400151;11.735,49;5761582573309;22.218,14;695678005646;12.068,90;690039786846;11.103,45;7823088804462;11.126,74;3187980848808;12.174,95;2759454404462
2002-09-22;12.146,10;3842659400151;11.735,49;5761582573309;22.218,14;695678005646;12.068,90;690039786846;11.103,45;7823088804462;11.126,74;3187980848808;12.174,95;2759454404462
2002-09-23;12.136,21;3839253408647;11.727,36;5757472531444;22.225,92;696144388229;12.047,82;688817743158;11.098,28;7819301212273;11.116,36;3192507414243;12.167,18;2760628223954
2002-09-24;12.119,37;3837137069086;11.725,21;5765726677963;22.198,32;695715093842;12.039,49;688996793592;11.089,69;7812968955635;11.107,70;3191841606454;12.162,30;2761731114185
2002-09-25;12.064,77;3820774496293;11.669,72;5742955672377;22.066,79;691757449347;11.979,69;686222755077;11.032,41;7773129609440;11.056,22;3178506492532;12.100,47;2749672155913
2002-09-26;12.040,55;3816516257041;11.668,49;5742111001566;22.023,20;690655448267;11.975,15;687036534172;11.025,54;7800467371923;11.049,99;3176990740270;12.092,58;2750450872239
2002-09-27;12.056,03;3668233446129;11.685,22;5514834849741;22.064,89;662851375802;11.990,92;683504837722;11.041,33;7722511800793;11.066,48;3144695347094;12.107,85;2662295221479
2002-09-28;12.056,03;3668233446129;11.685,22;5514834849741;22.064,89;662851375802;11.990,92;683504837722;11.041,33;7722511800793;11.066,48;3144695347094;12.107,85;2662295221479
2002-09-29;12.056,03;3668233446129;11.685,22;5514834849741;22.064,89;662851375802;11.990,92;683504837722;11.041,33;7722511800793;11.066,48;3144695347094;12.107,85;2662295221479
2002-09-30;12.078,55;3675056085791;11.714,35;5540149753828;22.099,44;659440041088;12.021,35;686502205696;11.068,19;7741145502311;11.088,02;3145953821790;12.129,64;2665077879140
2002-10-01;12.032,59;3661566503944;11.660,56;5514736003423;22.026,81;657272688254;11.965,29;683278965329;11.032,14;7714990429818;11.042,02;3132922751349;12.090,49;2656555356440
2002-10-02;11.996,05;3650447887979;11.625,71;5498268312458;21.935,40;654527740962;11.919,81;680571506198;10.983,60;7679728630132;11.010,64;3124021496529;12.044,24;2646392564836
2002-10-03;12.023,48;3658450442289;11.652,17;5510808509523;21.957,01;654434917128;11.948,43;682190568022;11.008,26;7695721956607;11.038,23;3131971814074;12.063,69;2650882885729
2002-10-04;12.046,74;3664851682661;11.663,51;5513440070654;21.969,94;654788901530;11.954,47;682541065179;11.015,21;7700486573666;11.044,83;3133842100639;12.068,76;2649636536115
2002-10-05;12.046,74;3664851682661;11.663,51;5513440070654;21.969,94;654788901530;11.954,47;682541065179;11.015,21;7700486573666;11.044,83;3133842100639;12.068,76;2649636536115
2002-10-06;12.046,74;3664851682661;11.663,51;5513440070654;21.969,94;654788901530;11.954,47;682541065179;11.015,21;7700486573666;11.044,83;3133842100639;12.068,76;2649636536115
2002-10-07;12.044,94;3622678584941;11.653,79;5508966717560;21.966,63;654423540674;11.942,57;681860194687;11.005,92;7693030273792;11.038,88;3132264239872;12.072,28;2649415072022
2002-10-08;12.048,89;3622247318882;11.664,84;5509177332587;22.010,11;655704922780;11.957,08;682277566632;11.008,25;7694470434733;11.047,95;3134740452624;12.083,78;2651299473523
2002-10-09;12.019,13;3610588577023;11.649,52;5499008622163;21.996,61;655298698176;11.939,65;681206388149;10.992,84;7676506784197;11.030,90;3127495408019;12.068,38;2648029141142
2002-10-10;12.037,43;3616280987189;11.660,91;5504292168005;21.991,97;655120736910;11.940,38;680483152898;11.006,84;7684931033686;11.029,01;3126918556157;12.074,39;2649566298654
2002-10-11;12.002,79;3572092328386;11.638,55;5495428503480;21.915,33;652835473746;11.917,93;679132356814;10.984,11;7671380747243;11.010,53;3121765795199;12.050,32;2585504782017
2002-10-12;12.002,79;3572092328386;11.638,55;5495428503480;21.915,33;652835473746;11.917,93;679132356814;10.984,11;7671380747243;11.010,53;3121765795199;12.050,32;2585504782017
2002-10-13;12.002,79;3572092328386;11.638,55;5495428503480;21.915,33;652835473746;11.917,93;679132356814;10.984,11;7671380747243;11.010,53;3121765795199;12.050,32;2585504782017
2002-10-14;11.986,53;3567319062680;11.609,55;5481413478346;21.881,24;651340801704;11.903,76;678329799116;10.969,87;7661429666034;10.982,26;3113626717308;12.021,17;2579000544551
2002-10-15;12.031,23;3580839971139;11.653,24;5502021675142;21.913,89;652374487484;11.943,83;680678169015;10.998,96;7681756562198;11.031,48;3127620689096;12.053,40;2586303922454
2002-10-16;12.025,44;3578796341306;11.645,53;5498434475176;21.915,85;652432802753;11.929,53;679873966177;10.987,81;7673914699105;11.025,90;3126159147971;12.047,80;2585101383902
2002-10-17;12.049,33;3586156516540;11.665,65;5508396848821;21.958,77;653746991163;11.961,86;681710762054;11.009,36;7688837522325;11.051,88;3133601667359;12.067,38;2589523250086
2002-10-18;12.034,52;3581963800366;11.649,65;5410735974920;21.909,86;652247065751;11.942,85;680636669908;10.995,99;7679986012773;11.040,06;3129956983149;12.051,41;2586800681720
2002-10-19;12.034,52;3581963800366;11.649,65;5410735974920;21.909,86;652247065751;11.942,85;680636669908;10.995,99;7679986012773;11.040,06;3129956983149;12.051,41;2586800681720
2002-10-20;12.034,52;3581963800366;11.649,65;5410735974920;21.909,86;652247065751;11.942,85;680636669908;10.995,99;7679986012773;11.040,06;3129956983149;12.051,41;2586800681720
2002-10-21;12.065,19;3591148940646;11.683,27;5427014811438;21.955,94;653696113911;11.974,47;682535848956;11.025,50;7700071453934;11.063,17;3055306256232;12.080,73;2593327884747
2002-10-22;12.064,88;3591328840067;11.663,31;5417570938146;21.963,30;654041383433;11.965,64;682074081544;11.021,80;7698077095556;11.051,81;3055615434390;12.083,27;2593705479204
2002-10-23;12.052,57;3588093571871;11.672,55;5422412467636;21.927,54;653063617432;11.966,83;682183488353;11.023,65;7699116349591;11.034,26;3052256508058;12.076,18;2592794594686
2002-10-24;12.040,80;3584653908253;11.643,92;5408688873662;21.917,92;652786051989;11.940,08;681051372813;11.003,62;7685134878915;11.028,20;3050129882602;12.055,43;2590235150694
2002-10-25;12.062,60;3533933083967;11.659,43;5416016895174;21.949,20;654805720029;11.952,03;681722467365;11.020,63;7418829387321;11.046,07;3059425706360;12.075,20;2599195193711
2002-10-26;12.062,60;3533933083967;11.659,43;5416016895174;21.949,20;654805720029;11.952,03;681722467365;11.020,63;7418829387321;11.046,07;3059425706360;12.075,20;2599195193711
2002-10-27;12.062,60;3533933083967;11.659,43;5416016895174;21.949,20;654805720029;11.952,03;681722467365;11.020,63;7418829387321;11.046,07;3059425706360;12.075,20;2599195193711
2002-10-28;12.069,55;3539069621444;11.660,82;5434581723225;21.956,98;655745249753;11.956,35;683072014649;11.023,20;7420647170793;11.036,82;3053935461304;12.077,45;2544222262535
2002-10-29;12.077,62;3544982121928;11.662,60;5459811911363;21.977,24;650173402033;11.963,03;680600612387;11.023,45;7446491827390;11.046,91;3059757117892;12.080,70;2544076142316
2002-10-30;12.096,41;3554480276073;11.685,63;5299430155033;21.993,00;650686895930;11.974,61;681752459729;11.041,38;7458624825610;11.066,09;3065663155235;12.105,31;2549259336875
